34.5,10.6,cladocora
38.59,-0.07,cladocora
38.5,-0.08,cladocora
38.59,-0.07,cladocora
38.54,23.61,cladocora
38.47,23.62,cladocora
38.57,23.53,cladocora
38.5,23.63,cladocora
38.95,23.42,cladocora
38.27,24.14,cladocora
38.33,24.2,cladocora
38.96,26.59,cladocora
39.96,23.41,cladocora
39.52,24.84,cladocora
39.1,26.5,cladocora
39.11,26.48,cladocora
40.1447,18.506,cladocora
40.33,23.72,cladocora
40.21,23.75,cladocora
40.017222,23.751111,cladocora
43.683333,7.3,cladocora
44.05,9.916667,cladocora
44.283333,8.5,cladocora
44.166667,9.566667,cladocora
44.3,9.15,cladocora
36.761111,36.199444,cladocora
39.8,18.35,cladocora
45.166667,12.5,cladocora
35.184167,-2.426667,cladocora
44.016667,9.85,cladocora
40.716667,13.95,cladocora
44.883333,14.833333,cladocora
44.316667,15.25,cladocora
42.766667,17.366667,cladocora
35.184167,-2.426667,cladocora
35.183056,-2.428611,cladocora
35.181389,-2.419167,cladocora
45.702222,13.712222,cladocora
39.883333,0.683333,cladocora
44.05,9.916667,cladocora
38.05,12.9,cladocora
36.7,-3.383333,cladocora
36.716667,-3.733333,cladocora
36.733333,-3.766667,cladocora
35.320833,-2.950833,cladocora
36.8,10.433333,cladocora
34.75,11.316667,cladocora
34.816667,11.2,cladocora
34.816667,11.316667,cladocora
34.783333,11.266667,cladocora
34.766667,11.2,cladocora
42.768056,17.375,cladocora
44.884444,14.844167,cladocora
44.319444,15.261389,cladocora
40.333611,23.717222,cladocora
37.166667,10.316667,cladocora
36.761111,3.145833,cladocora
39.444444,26.286667,cladocora
38.731389,26.708889,cladocora
38.7925,1.454167,cladocora
36.853889,10.364444,cladocora
43.205,5.512778,cladocora
45.078889,13.629167,cladocora
43.328056,5.320556,cladocora
44.934444,14.763611,cladocora
45.878056,10.448889,cladocora
45.992222,6.401111,cladocora
42.475833,3.156111,cladocora
43.504167,16.435556,cladocora
44.093333,9.841667,cladocora
43.162222,5.605833,cladocora
43.31,5.345,cladocora
43.019444,6.407778,cladocora
43.278333,6.650556,cladocora
33.843611,35.482222,cladocora
34.120833,35.642222,cladocora
33.695833,35.424167,cladocora
32.923333,35.064722,cladocora
39.874444,0.690278,cladocora
45.503333,13.561944,cladocora
39.085556,17.146389,cladocora
41.141388,16.829722,cladocora
40.333583,23.719444,cladocora
44.044916,9.990167,cladocora
44.025666,9.848222,cladocora
44.091972,9.738,cladocora
44.181472,9.580444,cladocora
39.464333,2.500056,cladocora
39.520889,2.546333,cladocora
39.349083,3.194917,cladocora
39.866306,3.118889,cladocora
39.152444,2.918278,cladocora
39.591972,2.33525,cladocora
42.281361,3.288944,cladocora
42.052972,3.209861,cladocora
41.962694,3.229444,cladocora
41.675639,2.803694,cladocora
40.910417,0.830222,cladocora
42.047417,3.225667,cladocora
40.576111,14.338556,cladocora
35.89725,-5.301028,cladocora
40.187639,23.791222,cladocora
40.153417,23.919333,cladocora
39.967778,23.917361,cladocora
40.060806,23.718278,cladocora
39.931194,23.737389,cladocora
40.187639,23.791222,cladocora
40.334167,23.719278,cladocora
40.028417,9.849083,cladocora
44.305278,9.213667,cladocora
44.04625,15.119667,cladocora
43.202694,5.516278,cladocora
41.833639,16.194111,cladocora
41.800833,16.195667,cladocora
41.042194,17.1345,cladocora
41.001278,17.207667,cladocora
40.975111,17.266444,cladocora
40.794528,17.578472,cladocora
40.719111,17.782861,cladocora
40.209444,18.462528,cladocora
40.1555,18.488528,cladocora
39.964694,18.406167,cladocora
39.812722,18.385278,cladocora
40.118917,18.000389,cladocora
40.226167,17.920639,cladocora
40.312639,17.476805,cladocora
42.768056,17.375,cladocora
44.064528,9.922917,cladocora
43.865722,15.181,cladocora
43.865167,15.200417,cladocora
43.852305,15.204472,cladocora
43.878639,15.210389,cladocora
43.891083,15.185917,cladocora
43.897194,15.188806,cladocora
43.902389,16.170528,cladocora
43.903833,15.157,cladocora
43.912028,15.152444,cladocora
43.915306,15.138222,cladocora
43.917028,15.146611,cladocora
43.898028,15.215361,cladocora
43.898694,15.218583,cladocora
45.132611,13.632333,cladocora
42.771361,17.376139,cladocora
44.172389,9.599639,cladocora
42.771361,17.376139,cladocora
38.578639,23.551361,cladocora
38.519833,23.627222,cladocora
38.480306,23.625388,cladocora
38.466167,23.588694,cladocora
38.385056,23.953416,cladocora
38.297,24.11325,cladocora
38.267889,24.158333,cladocora
38.297,24.244361,cladocora
38.487916,24.198778,cladocora
38.642194,24.142472,cladocora
38.662861,23.955083,cladocora
38.955444,23.413389,cladocora
38.685722,23.064444,cladocora
38.281167,23.959222,cladocora
40.405278,22.895944,cladocora
39.962333,23.378278,cladocora
40.1955,23.783306,cladocora
40.346278,23.728944,cladocora
40.1735,24.386667,cladocora
39.544861,24.984694,cladocora
39.149556,23.898306,cladocora
39.818861,24.472083,cladocora
38.990194,26.600889,cladocora
38.481778,26.136333,cladocora
44.487555,14.843611,cladocora
44.284778,15.233889,cladocora
36.777306,2.060583,cladocora
36.064111,14.286917,cladocora
41.687778,2.845861,cladocora
43.084778,5.969222,cladocora
43.536139,6.986278,cladocora
44.366222,8.935611,cladocora
43.548389,10.257167,cladocora
42.437472,11.129556,cladocora
40.811333,14.244167,cladocora
40.740944,13.964305,cladocora
37.125694,8.975667,cladocora
37.081056,11.052917,cladocora
33.914667,10.140222,cladocora
35.934805,14.315917,cladocora
39.560111,19.938056,cladocora
38.146028,22.404139,cladocora
35.078667,24.684389,cladocora
35.866722,35.476,cladocora
33.563527,35.364667,cladocora
32.833194,34.992361,cladocora
32.48616,34.886972,cladocora
32.609333,34.913305,cladocora
31.598472,31.159722,cladocora
41.653306,2.797972,cladocora
38.161972,0.453361,cladocora
35.162833,-2.859,cladocora
35.926833,-3.019278,cladocora
36.712639,-4.411278,cladocora
36.976888,-1.894167,cladocora
36.010972,-5.597556,cladocora
36.736055,-3.826806,cladocora
36.721861,-3.749667,cladocora
36.728056,-3.6975,cladocora
36.740556,-3.630694,cladocora
36.740556,-3.630694,cladocora
36.72725,-2.157417,cladocora
36.741667,-2.118917,cladocora
36.77436,-2.069806,cladocora
37.30975,-1.698056,cladocora
37.249278,-1.768278,cladocora
